COLUMNA,DESCRIPCION,TIPO_DATO,LONGITUD,CODIGO_VALIDO
VI40_4_8,Familiares que viven en el extranjero : Familiares del productor que viven en el extranjero y le prestan dinero para ser utilizado en las actividades agropecuarias o forestes realizadas dentro de la unidad de producción. Unidad de medida: Porcentaje,float,10.2,0000000000.00-9999999999.99
VI40_4_9,"Prestamistas : Persona física que entrega una cantidad de dinero a devolver en un plazo determinado, y recibe intereses a cambio. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI40_4_10,"Otra fuente : Es cualquier tipo de institución o entidad financiera diferente a las anteriores, ésta puede ser: una Sociedad Cooperativa o de algún particular que entre sus funciones tiene la de otorgar créditos de apoyo a la producción agrícola, ganadera o forestal. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI40_5_1,"Crédito de avío : Financiamiento que se otorga al productor para cubrir las necesidades de capital de trabajo, como adquisición de insumos,  materias primas, materiales, pago de jornales, salarios y otros gastos directos de la producción agrícola, ganadera o forestal, que no constituyen una inversión fija. El plazo de recuperación o amortización es, generalmente, por ciclo agrícola o máximo de dos años. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI40_5_2,"Crédito refaccionario : Financiamiento que se otorga al productor para realizar inversiones fijas, tales como adquisición de: maquinaria, pie de cría, plantaciones agrícolas o forestales, entre otros proyectos de larga duración. El plazo máximo de recuperación o amortización es hasta de 15 años. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI40_5_3,"Crédito de otro tipo : Es cualquier tipo de institución o entidad financiera diferente a las anteriores, ésta puede ser: una Sociedad Cooperativa o de algún particular que entre sus funciones tiene la de otorgar créditos de apoyo a la producción agrícola, ganadera o forestal. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
UP_VI40_1_2,"Unidades de producción que solicitaron y no obtuvieron crédito : Son aquellas unidades de producción que habiendo solicitado una cantidad de dinero o insumo, para el desarrollo de sus actividades y por alguna causa no lo obtuvieron, en el periodo de referencia. Unidad de medida: Porcentaje",float,10.2,0000000000.00-9999999999.99
VI41_1,Estar en buró de crédito : Problema del productor para conseguir financiamiento de alguna institución bancaria o privada por no reunir requisitos como: aparecer en el buró de crédito. Unidad de medida: Porcentaje,float,10.2,0000000000.00-9999999999.99
VI41_2,No ser sujeto de crédito : Problema del productor para conseguir financiamiento de alguna institución bancaria o privada por no ser sujeto de crédito. Unidad de medida: Porcentaje,float,10.2,0000000000.00-9999999999.99
VI41_3,Falta de respaldo económico : Problema del productor para conseguir financiamiento de alguna institución bancaria o privada por no tener respaldo económico. Unidad de medida: Porcentaje,float,10.2,0000000000.00-9999999999.99
