AGRUPACION1,AGRUPACION2,DESCRIPCION,VALOR,TABULADO,ESTATUS
"Chihuahua","","Unidades de producción forestal-Número",427,ena17_for01,Cifras Definitivas
"Chihuahua","","Unidades de producción forestal-Superficie -Total ",3027197.46,ena17_for01,Cifras Definitivas
"Chihuahua","","Unidades de producción forestal-Superficie -Bosque",2082173.5828,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona física-Unidades de producción",255,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona física-Superficie -Total",173374.82,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona física-Superficie -Bosque",130565.2684,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona moral-Ejido-Unidades de producción",151,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona moral-Ejido-Superficie -Total",2641077.64,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona moral-Ejido-Superficie -Bosque",1813367.3144,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Unidades de producción",13,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Superficie -Total",99347,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Superficie -Bosque",76559,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona moral-Otra organización-Unidades de producción",8,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona moral-Otra organización-Superficie -Total",113398,ena17_for01,Cifras Definitivas
"Chihuahua","","Personalidad jurídica del productor-Persona moral-Otra organización-Superficie -Bosque",61682,ena17_for01,Cifras Definitivas
"Durango","","Unidades de producción forestal-Número",255,ena17_for01,Cifras Definitivas
"Durango","","Unidades de producción forestal-Superficie -Total ",2488529.8385999999,ena17_for01,Cifras Definitivas
"Durango","","Unidades de producción forestal-Superficie -Bosque",1870759.6610999999,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona física-Unidades de producción",75,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona física-Superficie -Total",77204.902600000001,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona física-Superficie -Bosque",68223.289999999994,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona moral-Ejido-Unidades de producción",145,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona moral-Ejido-Superficie -Total",1406771.82,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona moral-Ejido-Superficie -Bosque",1066619.6011000001,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Unidades de producción",35,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Superficie -Total",1004553.116,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Superficie -Bosque",735916.77,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona moral-Otra organización-Unidades de producción",0,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona moral-Otra organización-Superficie -Total",0,ena17_for01,Cifras Definitivas
"Durango","","Personalidad jurídica del productor-Persona moral-Otra organización-Superficie -Bosque",0,ena17_for01,Cifras Definitivas
"Jalisco","","Unidades de producción forestal-Número",283,ena17_for01,Cifras Definitivas
"Jalisco","","Unidades de producción forestal-Superficie -Total ",818319.87230000005,ena17_for01,Cifras Definitivas
"Jalisco","","Unidades de producción forestal-Superficie -Bosque",674584.63710000005,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona física-Unidades de producción",143,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona física-Superficie -Total",49675.215600000003,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona física-Superficie -Bosque",43580.5988,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona moral-Ejido-Unidades de producción",75,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona moral-Ejido-Superficie -Total",211699.65669999999,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona moral-Ejido-Superficie -Bosque",155104.14939999999,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Unidades de producción",62,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Superficie -Total",545478,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Superficie -Bosque",468660.88890000002,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona moral-Otra organización-Unidades de producción",3,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona moral-Otra organización-Superficie -Total",11467,ena17_for01,Cifras Definitivas
"Jalisco","","Personalidad jurídica del productor-Persona moral-Otra organización-Superficie -Bosque",7239,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Unidades de producción forestal-Número",801,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Unidades de producción forestal-Superficie -Total ",330362.36920000002,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Unidades de producción forestal-Superficie -Bosque",183998.30100000001,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona física-Unidades de producción",641,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona física-Superficie -Total",71103.1103,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona física-Superficie -Bosque",49491.404999999999,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona moral-Ejido-Unidades de producción",137,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona moral-Ejido-Superficie -Total",196020.00889999999,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona moral-Ejido-Superficie -Bosque",96365.691999999995,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Unidades de producción",17,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Superficie -Total",60225.7,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Superficie -Bosque",35838.476000000002,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona moral-Otra organización-Unidades de producción",6,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona moral-Otra organización-Superficie -Total",3013.55,ena17_for01,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica del productor-Persona moral-Otra organización-Superficie -Bosque",2302.7280000000001,ena17_for01,Cifras Definitivas
"Oaxaca","","Unidades de producción forestal-Número",168,ena17_for01,Cifras Definitivas
"Oaxaca","","Unidades de producción forestal-Superficie -Total ",1209699.6754000001,ena17_for01,Cifras Definitivas
"Oaxaca","","Unidades de producción forestal-Superficie -Bosque",649043.89540000004,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona física-Unidades de producción",50,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona física-Superficie -Total",28893.304199999999,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona física-Superficie -Bosque",5183.1311999999998,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona moral-Ejido-Unidades de producción",14,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona moral-Ejido-Superficie -Total",57046.822999999997,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona moral-Ejido-Superficie -Bosque",40735.26,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Unidades de producción",104,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Superficie -Total",1123759.5482000001,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona moral-Comunidad agraria-Superficie -Bosque",603125.50419999997,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona moral-Otra organización-Unidades de producción",0,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona moral-Otra organización-Superficie -Total",0,ena17_for01,Cifras Definitivas
"Oaxaca","","Personalidad jurídica del productor-Persona moral-Otra organización-Superficie -Bosque",0,ena17_for01,Cifras Definitivas
"Chihuahua","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Total",18316,ena17_for02,Cifras Definitivas
"Chihuahua","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Hombres",13972,ena17_for02,Cifras Definitivas
"Chihuahua","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Mujeres",4344,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas físicas-Total",241,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas físicas-Hombres",193,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas físicas-Mujeres",48,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Total",16186,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Hombres",12241,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Mujeres",3945,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Total",1080,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Hombres",796,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Mujeres",284,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Total",809,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Hombres",742,ena17_for02,Cifras Definitivas
"Chihuahua","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Mujeres",67,ena17_for02,Cifras Definitivas
"Durango","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Total",11098,ena17_for02,Cifras Definitivas
"Durango","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Hombres",8214,ena17_for02,Cifras Definitivas
"Durango","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Mujeres",2884,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas físicas-Total",70,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas físicas-Hombres",50,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas físicas-Mujeres",20,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Total",8655,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Hombres",6302,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Mujeres",2353,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Total",2373,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Hombres",1862,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Mujeres",511,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Total",0,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Hombres",0,ena17_for02,Cifras Definitivas
"Durango","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Mujeres",0,ena17_for02,Cifras Definitivas
"Jalisco","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Total",11099,ena17_for02,Cifras Definitivas
"Jalisco","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Hombres",8112,ena17_for02,Cifras Definitivas
"Jalisco","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Mujeres",2987,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas físicas-Total",138,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas físicas-Hombres",104,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas físicas-Mujeres",34,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Total",3380,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Hombres",2745,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Mujeres",635,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Total",7520,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Hombres",5211,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Mujeres",2309,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Total",61,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Hombres",52,ena17_for02,Cifras Definitivas
"Jalisco","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Mujeres",9,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Total",18442,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Hombres",14185,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Mujeres",4257,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas físicas-Total",632,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas físicas-Hombres",479,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas físicas-Mujeres",153,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Total",12918,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Hombres",9804,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Mujeres",3114,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Total",4675,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Hombres",3745,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Mujeres",930,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Total",217,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Hombres",157,ena17_for02,Cifras Definitivas
"Michoacán de Ocampo","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Mujeres",60,ena17_for02,Cifras Definitivas
"Oaxaca","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Total",20344,ena17_for02,Cifras Definitivas
"Oaxaca","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Hombres",15353,ena17_for02,Cifras Definitivas
"Oaxaca","","Participantes en el manejo de las unidades de producción forestal (ejidatarios, comuneros o socios)-Mujeres",4991,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas físicas-Total",33,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas físicas-Hombres",28,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas físicas-Mujeres",5,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Total",1574,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Hombres",1372,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas morales-Ejido-Mujeres",202,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Total",18737,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Hombres",13953,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas morales-Comunidad agraria-Mujeres",4784,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Total",0,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Hombres",0,ena17_for02,Cifras Definitivas
"Oaxaca","","Personalidad jurídica y sexo de los productores-Personas morales-Otra organización-Mujeres",0,ena17_for02,Cifras Definitivas
"Chihuahua","","Unidades de producción forestal-Número",427,ena17_for03,Cifras Definitivas
"Chihuahua","","Unidades de producción forestal-Superficie total",3027197.46,ena17_for03,Cifras Definitivas
"Chihuahua","","Superficie según régimen de tenencia de la tierra-Ejidal",2626408.44,ena17_for03,Cifras Definitivas
"Chihuahua","","Superficie según régimen de tenencia de la tierra-Comunal",102782,ena17_for03,Cifras Definitivas
"Chihuahua","","Superficie según régimen de tenencia de la tierra-Propiedad privada",252776.02,ena17_for03,Cifras Definitivas
"Chihuahua","","Superficie según régimen de tenencia de la tierra-De colonia ",45231,ena17_for03,Cifras Definitivas
"Chihuahua","","Superficie según régimen de tenencia de la tierra-Pública-Federal",0,ena17_for03,Cifras Definitivas
"Durango","","Unidades de producción forestal-Número",255,ena17_for03,Cifras Definitivas
"Durango","","Unidades de producción forestal-Superficie total",2488529.8385999999,ena17_for03,Cifras Definitivas
"Durango","","Superficie según régimen de tenencia de la tierra-Ejidal",1438142.79,ena17_for03,Cifras Definitivas
"Durango","","Superficie según régimen de tenencia de la tierra-Comunal",974130.02599999995,ena17_for03,Cifras Definitivas
"Durango","","Superficie según régimen de tenencia de la tierra-Propiedad privada",73757.022599999997,ena17_for03,Cifras Definitivas
"Durango","","Superficie según régimen de tenencia de la tierra-De colonia ",0,ena17_for03,Cifras Definitivas
"Durango","","Superficie según régimen de tenencia de la tierra-Pública-Federal",2500,ena17_for03,Cifras Definitivas
"Jalisco","","Unidades de producción forestal-Número",283,ena17_for03,Cifras Definitivas
"Jalisco","","Unidades de producción forestal-Superficie total",818319.87230000005,ena17_for03,Cifras Definitivas
"Jalisco","","Superficie según régimen de tenencia de la tierra-Ejidal",223678.8567,ena17_for03,Cifras Definitivas
"Jalisco","","Superficie según régimen de tenencia de la tierra-Comunal",545464,ena17_for03,Cifras Definitivas
"Jalisco","","Superficie según régimen de tenencia de la tierra-Propiedad privada",49177.015599999999,ena17_for03,Cifras Definitivas
"Jalisco","","Superficie según régimen de tenencia de la tierra-De colonia ",0,ena17_for03,Cifras Definitivas
"Jalisco","","Superficie según régimen de tenencia de la tierra-Pública-Federal",0,ena17_for03,Cifras Definitivas
"Michoacán de Ocampo","","Unidades de producción forestal-Número",801,ena17_for03,Cifras Definitivas
"Michoacán de Ocampo","","Unidades de producción forestal-Superficie total",330362.36920000002,ena17_for03,Cifras Definitivas
"Michoacán de Ocampo","","Superficie según régimen de tenencia de la tierra-Ejidal",206020.18890000001,ena17_for03,Cifras Definitivas
"Michoacán de Ocampo","","Superficie según régimen de tenencia de la tierra-Comunal",54237.495900000002,ena17_for03,Cifras Definitivas
"Michoacán de Ocampo","","Superficie según régimen de tenencia de la tierra-Propiedad privada",69227.614400000006,ena17_for03,Cifras Definitivas
"Michoacán de Ocampo","","Superficie según régimen de tenencia de la tierra-De colonia ",775.07,ena17_for03,Cifras Definitivas
"Michoacán de Ocampo","","Superficie según régimen de tenencia de la tierra-Pública-Federal",102,ena17_for03,Cifras Definitivas
"Oaxaca","","Unidades de producción forestal-Número",168,ena17_for03,Cifras Definitivas
"Oaxaca","","Unidades de producción forestal-Superficie total",1209699.6754000001,ena17_for03,Cifras Definitivas
"Oaxaca","","Superficie según régimen de tenencia de la tierra-Ejidal",63975.432999999997,ena17_for03,Cifras Definitivas
"Oaxaca","","Superficie según régimen de tenencia de la tierra-Comunal",1117957.9382,ena17_for03,Cifras Definitivas
"Oaxaca","","Superficie según régimen de tenencia de la tierra-Propiedad privada",27766.304199999999,ena17_for03,Cifras Definitivas
"Oaxaca","","Superficie según régimen de tenencia de la tierra-De colonia ",0,ena17_for03,Cifras Definitivas
"Oaxaca","","Superficie según régimen de tenencia de la tierra-Pública-Federal",0,ena17_for03,Cifras Definitivas
"Chihuahua","","Unidades de producción forestal con superficie deforestada -Número",13,ena17_for04,Cifras Definitivas
"Chihuahua","","Unidades de producción forestal con superficie deforestada -Superficie ",212.5,ena17_for04,Cifras Definitivas
"Chihuahua","","Cambio de uso de suelo-Agrícola-Unidades de producción",5,ena17_for04,Cifras Definitivas
"Chihuahua","","Cambio de uso de suelo-Agrícola-Superficie ",122,ena17_for04,Cifras Definitivas
"Chihuahua","","Cambio de uso de suelo-Ganadero-Unidades de producción",1,ena17_for04,Cifras Definitivas
"Chihuahua","","Cambio de uso de suelo-Ganadero-Superficie ",4,ena17_for04,Cifras Definitivas
"Chihuahua","","Cambio de uso de suelo-Habitacional-Unidades de producción",0,ena17_for04,Cifras Definitivas
"Chihuahua","","Cambio de uso de suelo-Habitacional-Superficie ",0,ena17_for04,Cifras Definitivas
"Chihuahua","","Cambio de uso de suelo-Otro-Unidades de producción",7,ena17_for04,Cifras Definitivas
"Chihuahua","","Cambio de uso de suelo-Otro-Superficie ",86.5,ena17_for04,Cifras Definitivas
"Durango","","Unidades de producción forestal con superficie deforestada -Número",31,ena17_for04,Cifras Definitivas
"Durango","","Unidades de producción forestal con superficie deforestada -Superficie ",3764.3,ena17_for04,Cifras Definitivas
"Durango","","Cambio de uso de suelo-Agrícola-Unidades de producción",3,ena17_for04,Cifras Definitivas
"Durango","","Cambio de uso de suelo-Agrícola-Superficie ",361,ena17_for04,Cifras Definitivas
"Durango","","Cambio de uso de suelo-Ganadero-Unidades de producción",3,ena17_for04,Cifras Definitivas
"Durango","","Cambio de uso de suelo-Ganadero-Superficie ",1301,ena17_for04,Cifras Definitivas
"Durango","","Cambio de uso de suelo-Habitacional-Unidades de producción",6,ena17_for04,Cifras Definitivas
"Durango","","Cambio de uso de suelo-Habitacional-Superficie ",245.4,ena17_for04,Cifras Definitivas
"Durango","","Cambio de uso de suelo-Otro-Unidades de producción",19,ena17_for04,Cifras Definitivas
"Durango","","Cambio de uso de suelo-Otro-Superficie ",1856.9,ena17_for04,Cifras Definitivas
"Jalisco","","Unidades de producción forestal con superficie deforestada -Número",15,ena17_for04,Cifras Definitivas
"Jalisco","","Unidades de producción forestal con superficie deforestada -Superficie ",2198,ena17_for04,Cifras Definitivas
"Jalisco","","Cambio de uso de suelo-Agrícola-Unidades de producción",6,ena17_for04,Cifras Definitivas
"Jalisco","","Cambio de uso de suelo-Agrícola-Superficie ",1487,ena17_for04,Cifras Definitivas
"Jalisco","","Cambio de uso de suelo-Ganadero-Unidades de producción",2,ena17_for04,Cifras Definitivas
"Jalisco","","Cambio de uso de suelo-Ganadero-Superficie ",214,ena17_for04,Cifras Definitivas
"Jalisco","","Cambio de uso de suelo-Habitacional-Unidades de producción",0,ena17_for04,Cifras Definitivas
"Jalisco","","Cambio de uso de suelo-Habitacional-Superficie ",0,ena17_for04,Cifras Definitivas
"Jalisco","","Cambio de uso de suelo-Otro-Unidades de producción",7,ena17_for04,Cifras Definitivas
"Jalisco","","Cambio de uso de suelo-Otro-Superficie ",497,ena17_for04,Cifras Definitivas
"Michoacán de Ocampo","","Unidades de producción forestal con superficie deforestada -Número",9,ena17_for04,Cifras Definitivas
"Michoacán de Ocampo","","Unidades de producción forestal con superficie deforestada -Superficie ",1581.25,ena17_for04,Cifras Definitivas
"Michoacán de Ocampo","","Cambio de uso de suelo-Agrícola-Unidades de producción",0,ena17_for04,Cifras Definitivas
"Michoacán de Ocampo","","Cambio de uso de suelo-Agrícola-Superficie ",0,ena17_for04,Cifras Definitivas
"Michoacán de Ocampo","","Cambio de uso de suelo-Ganadero-Unidades de producción",0,ena17_for04,Cifras Definitivas
"Michoacán de Ocampo","","Cambio de uso de suelo-Ganadero-Superficie ",0,ena17_for04,Cifras Definitivas
"Michoacán de Ocampo","","Cambio de uso de suelo-Habitacional-Unidades de producción",2,ena17_for04,Cifras Definitivas
"Michoacán de Ocampo","","Cambio de uso de suelo-Habitacional-Superficie ",131.25,ena17_for04,Cifras Definitivas
"Michoacán de Ocampo","","Cambio de uso de suelo-Otro-Unidades de producción",7,ena17_for04,Cifras Definitivas
"Michoacán de Ocampo","","Cambio de uso de suelo-Otro-Superficie ",1450,ena17_for04,Cifras Definitivas
"Oaxaca","","Unidades de producción forestal con superficie deforestada -Número",15,ena17_for04,Cifras Definitivas
"Oaxaca","","Unidades de producción forestal con superficie deforestada -Superficie ",1071.47,ena17_for04,Cifras Definitivas
"Oaxaca","","Cambio de uso de suelo-Agrícola-Unidades de producción",8,ena17_for04,Cifras Definitivas
"Oaxaca","","Cambio de uso de suelo-Agrícola-Superficie ",336.47,ena17_for04,Cifras Definitivas
"Oaxaca","","Cambio de uso de suelo-Ganadero-Unidades de producción",2,ena17_for04,Cifras Definitivas
"Oaxaca","","Cambio de uso de suelo-Ganadero-Superficie ",173,ena17_for04,Cifras Definitivas
"Oaxaca","","Cambio de uso de suelo-Habitacional-Unidades de producción",0,ena17_for04,Cifras Definitivas
"Oaxaca","","Cambio de uso de suelo-Habitacional-Superficie ",0,ena17_for04,Cifras Definitivas
"Oaxaca","","Cambio de uso de suelo-Otro-Unidades de producción",5,ena17_for04,Cifras Definitivas
"Oaxaca","","Cambio de uso de suelo-Otro-Superficie ",562,ena17_for04,Cifras Definitivas
