AGRUPACION1,AGRUPACION2,DESCRIPCION,VALOR,TABULADO,ESTATUS
"Durango","Montacargas","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",7,ena17_for12,Cifras Definitivas
"Durango","Montacargas","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",4,ena17_for12,Cifras Definitivas
"Durango","Montacargas","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",0,ena17_for12,Cifras Definitivas
"Durango","Montacargas","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",0,ena17_for12,Cifras Definitivas
"Durango","Montacargas","Años de uso de la maquinaria-Más de 15 años-Total",21,ena17_for12,Cifras Definitivas
"Durango","Montacargas","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",21,ena17_for12,Cifras Definitivas
"Durango","Montacargas","Años de uso de la maquinaria-No especifico-Total",3,ena17_for12,Cifras Definitivas
"Durango","Montacargas","Años de uso de la maquinaria-No especifico-En funcionamiento",3,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Unidades de producción con maquinaria propia",5,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Maquinaria forestal-Total",6,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Maquinaria forestal-En funcionamiento",5,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Años de uso de la maquinaria-Hasta 5 años-Total",0,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",0,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",1,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",1,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",1,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",1,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Años de uso de la maquinaria-Más de 15 años-Total",4,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",3,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Años de uso de la maquinaria-No especifico-Total",0,ena17_for12,Cifras Definitivas
"Durango","Otra maquinaria","Años de uso de la maquinaria-No especifico-En funcionamiento",0,ena17_for12,Cifras Definitivas
"Jalisco ","","Unidades de producción con maquinaria propia",42,ena17_for12,Cifras Definitivas
"Jalisco ","","Maquinaria forestal-Total",71,ena17_for12,Cifras Definitivas
"Jalisco ","","Maquinaria forestal-En funcionamiento",71,ena17_for12,Cifras Definitivas
"Jalisco ","","Años de uso de la maquinaria-Hasta 5 años-Total",10,ena17_for12,Cifras Definitivas
"Jalisco ","","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",10,ena17_for12,Cifras Definitivas
"Jalisco ","","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",13,ena17_for12,Cifras Definitivas
"Jalisco ","","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",13,ena17_for12,Cifras Definitivas
"Jalisco ","","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",9,ena17_for12,Cifras Definitivas
"Jalisco ","","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",9,ena17_for12,Cifras Definitivas
"Jalisco ","","Años de uso de la maquinaria-Más de 15 años-Total",39,ena17_for12,Cifras Definitivas
"Jalisco ","","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",39,ena17_for12,Cifras Definitivas
"Jalisco ","","Años de uso de la maquinaria-No especifico-Total",0,ena17_for12,Cifras Definitivas
"Jalisco ","","Años de uso de la maquinaria-No especifico-En funcionamiento",0,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Unidades de producción con maquinaria propia",33,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Maquinaria forestal-Total",47,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Maquinaria forestal-En funcionamiento",47,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Años de uso de la maquinaria-Hasta 5 años-Total",6,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",6,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",12,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",12,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",5,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",5,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Años de uso de la maquinaria-Más de 15 años-Total",24,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",24,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Años de uso de la maquinaria-No especifico-Total",0,ena17_for12,Cifras Definitivas
"Jalisco ","Motogrúas","Años de uso de la maquinaria-No especifico-En funcionamiento",0,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Unidades de producción con maquinaria propia",10,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Maquinaria forestal-Total",18,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Maquinaria forestal-En funcionamiento",18,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Años de uso de la maquinaria-Hasta 5 años-Total",2,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",2,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",1,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",1,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",3,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",3,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Años de uso de la maquinaria-Más de 15 años-Total",12,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",12,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Años de uso de la maquinaria-No especifico-Total",0,ena17_for12,Cifras Definitivas
"Jalisco ","Cargadora frontal","Años de uso de la maquinaria-No especifico-En funcionamiento",0,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Unidades de producción con maquinaria propia",6,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Maquinaria forestal-Total",6,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Maquinaria forestal-En funcionamiento",6,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Años de uso de la maquinaria-Hasta 5 años-Total",2,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",2,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",0,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",0,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",1,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",1,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Años de uso de la maquinaria-Más de 15 años-Total",3,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",3,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Años de uso de la maquinaria-No especifico-Total",0,ena17_for12,Cifras Definitivas
"Jalisco ","Otra maquinaria","Años de uso de la maquinaria-No especifico-En funcionamiento",0,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Unidades de producción con maquinaria propia",66,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Maquinaria forestal-Total",351,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Maquinaria forestal-En funcionamiento",351,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Años de uso de la maquinaria-Hasta 5 años-Total",35,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",35,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",162,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",162,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",87,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",87,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Años de uso de la maquinaria-Más de 15 años-Total",22,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",22,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Años de uso de la maquinaria-No especifico-Total",45,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","","Años de uso de la maquinaria-No especifico-En funcionamiento",45,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Unidades de producción con maquinaria propia",38,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Maquinaria forestal-Total",94,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Maquinaria forestal-En funcionamiento",94,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Años de uso de la maquinaria-Hasta 5 años-Total",3,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",3,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",33,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",33,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",23,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",23,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Años de uso de la maquinaria-Más de 15 años-Total",13,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",13,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Años de uso de la maquinaria-No especifico-Total",22,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Motogrúas","Años de uso de la maquinaria-No especifico-En funcionamiento",22,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Unidades de producción con maquinaria propia",13,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Maquinaria forestal-Total",22,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Maquinaria forestal-En funcionamiento",22,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Años de uso de la maquinaria-Hasta 5 años-Total",0,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",0,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",15,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",15,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",4,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",4,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Años de uso de la maquinaria-Más de 15 años-Total",1,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",1,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Años de uso de la maquinaria-No especifico-Total",2,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Cargadora frontal","Años de uso de la maquinaria-No especifico-En funcionamiento",2,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Unidades de producción con maquinaria propia",21,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Maquinaria forestal-Total",51,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Maquinaria forestal-En funcionamiento",51,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Años de uso de la maquinaria-Hasta 5 años-Total",2,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",2,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",28,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",28,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",13,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",13,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Años de uso de la maquinaria-Más de 15 años-Total",2,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",2,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Años de uso de la maquinaria-No especifico-Total",6,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Montacargas","Años de uso de la maquinaria-No especifico-En funcionamiento",6,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Unidades de producción con maquinaria propia",39,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Maquinaria forestal-Total",184,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Maquinaria forestal-En funcionamiento",184,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Años de uso de la maquinaria-Hasta 5 años-Total",30,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",30,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",86,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",86,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",47,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",47,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Años de uso de la maquinaria-Más de 15 años-Total",6,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",6,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Años de uso de la maquinaria-No especifico-Total",15,ena17_for12,Cifras Definitivas
"Michoacán de Ocampo","Otra maquinaria","Años de uso de la maquinaria-No especifico-En funcionamiento",15,ena17_for12,Cifras Definitivas
"Oaxaca","","Unidades de producción con maquinaria propia",69,ena17_for12,Cifras Definitivas
"Oaxaca","","Maquinaria forestal-Total",144,ena17_for12,Cifras Definitivas
"Oaxaca","","Maquinaria forestal-En funcionamiento",136,ena17_for12,Cifras Definitivas
"Oaxaca","","Años de uso de la maquinaria-Hasta 5 años-Total",47,ena17_for12,Cifras Definitivas
"Oaxaca","","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",44,ena17_for12,Cifras Definitivas
"Oaxaca","","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",37,ena17_for12,Cifras Definitivas
"Oaxaca","","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",37,ena17_for12,Cifras Definitivas
"Oaxaca","","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",19,ena17_for12,Cifras Definitivas
"Oaxaca","","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",17,ena17_for12,Cifras Definitivas
"Oaxaca","","Años de uso de la maquinaria-Más de 15 años-Total",36,ena17_for12,Cifras Definitivas
"Oaxaca","","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",33,ena17_for12,Cifras Definitivas
"Oaxaca","","Años de uso de la maquinaria-No especifico-Total",5,ena17_for12,Cifras Definitivas
"Oaxaca","","Años de uso de la maquinaria-No especifico-En funcionamiento",5,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Unidades de producción con maquinaria propia",54,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Maquinaria forestal-Total",84,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Maquinaria forestal-En funcionamiento",78,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Años de uso de la maquinaria-Hasta 5 años-Total",20,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",19,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",17,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",17,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",15,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",13,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Años de uso de la maquinaria-Más de 15 años-Total",28,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",25,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Años de uso de la maquinaria-No especifico-Total",4,ena17_for12,Cifras Definitivas
"Oaxaca","Motogrúas","Años de uso de la maquinaria-No especifico-En funcionamiento",4,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Unidades de producción con maquinaria propia",31,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Maquinaria forestal-Total",47,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Maquinaria forestal-En funcionamiento",45,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Años de uso de la maquinaria-Hasta 5 años-Total",25,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",23,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",13,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",13,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",3,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",3,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Años de uso de la maquinaria-Más de 15 años-Total",5,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",5,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Años de uso de la maquinaria-No especifico-Total",1,ena17_for12,Cifras Definitivas
"Oaxaca","Otra maquinaria","Años de uso de la maquinaria-No especifico-En funcionamiento",1,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Unidades de producción con maquinaria propia",5,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Maquinaria forestal-Total",13,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Maquinaria forestal-En funcionamiento",13,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Años de uso de la maquinaria-Hasta 5 años-Total",2,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Años de uso de la maquinaria-Hasta 5 años-En funcionamiento",2,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Años de uso de la maquinaria-Más de 5 hasta 10 años-Total",7,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Años de uso de la maquinaria-Más de 5 hasta 10 años-En funcionamiento",7,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Años de uso de la maquinaria-Más de 10 hasta 15 años-Total",1,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Años de uso de la maquinaria-Más de 10 hasta 15 años-En funcionamiento",1,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Años de uso de la maquinaria-Más de 15 años-Total",3,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Años de uso de la maquinaria-Más de 15 años-En funcionamiento",3,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Años de uso de la maquinaria-No especifico-Total",0,ena17_for12,Cifras Definitivas
"Oaxaca","Maquinaria agrupada","Años de uso de la maquinaria-No especifico-En funcionamiento",0,ena17_for12,Cifras Definitivas
"Chihuahua","","Unidades de producción forestal con vehículos propios",247,ena17_for13,Cifras Definitivas
"Chihuahua","","Existencias de vehículos-Total",756,ena17_for13,Cifras Definitivas
"Chihuahua","","Existencias de vehículos-En funcionamiento",712,ena17_for13,Cifras Definitivas
"Chihuahua","","Años de uso-Hasta 5 años-Total",84,ena17_for13,Cifras Definitivas
"Chihuahua","","Años de uso-Hasta 5 años-En funcionamiento",81,ena17_for13,Cifras Definitivas
"Chihuahua","","Años de uso-Más de 5 hasta10 años-Total",232,ena17_for13,Cifras Definitivas
"Chihuahua","","Años de uso-Más de 5 hasta10 años-En funcionamiento",202,ena17_for13,Cifras Definitivas
"Chihuahua","","Años de uso-Más de 10 hasta 15 años-Total",89,ena17_for13,Cifras Definitivas
"Chihuahua","","Años de uso-Más de 10 hasta 15 años-En funcionamiento",81,ena17_for13,Cifras Definitivas
"Chihuahua","","Años de uso-Más de 15 años-Total",351,ena17_for13,Cifras Definitivas
"Chihuahua","","Años de uso-Más de 15 años-En funcionamiento",348,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Unidades de producción forestal con vehículos propios",239,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Existencias de vehículos-Total",420,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Existencias de vehículos-En funcionamiento",380,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Años de uso-Hasta 5 años-Total",74,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Años de uso-Hasta 5 años-En funcionamiento",71,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Años de uso-Más de 5 hasta10 años-Total",170,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Años de uso-Más de 5 hasta10 años-En funcionamiento",140,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Años de uso-Más de 10 hasta 15 años-Total",64,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Años de uso-Más de 10 hasta 15 años-En funcionamiento",58,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Años de uso-Más de 15 años-Total",112,ena17_for13,Cifras Definitivas
"Chihuahua","De menos dedos toneladas","Años de uso-Más de 15 años-En funcionamiento",111,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Unidades de producción forestal con vehículos propios",70,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Existencias de vehículos-Total",336,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Existencias de vehículos-En funcionamiento",332,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Años de uso-Hasta 5 años-Total",10,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Años de uso-Hasta 5 años-En funcionamiento",10,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Años de uso-Más de 5 hasta10 años-Total",62,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Años de uso-Más de 5 hasta10 años-En funcionamiento",62,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Años de uso-Más de 10 hasta 15 años-Total",25,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Años de uso-Más de 10 hasta 15 años-En funcionamiento",23,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Años de uso-Más de 15 años-Total",239,ena17_for13,Cifras Definitivas
"Chihuahua","De mas de dos toneladas","Años de uso-Más de 15 años-En funcionamiento",237,ena17_for13,Cifras Definitivas
"Durango","","Unidades de producción forestal con vehículos propios",79,ena17_for13,Cifras Definitivas
"Durango","","Existencias de vehículos-Total",250,ena17_for13,Cifras Definitivas
"Durango","","Existencias de vehículos-En funcionamiento",221,ena17_for13,Cifras Definitivas
"Durango","","Años de uso-Hasta 5 años-Total",59,ena17_for13,Cifras Definitivas
"Durango","","Años de uso-Hasta 5 años-En funcionamiento",39,ena17_for13,Cifras Definitivas
"Durango","","Años de uso-Más de 5 hasta10 años-Total",93,ena17_for13,Cifras Definitivas
"Durango","","Años de uso-Más de 5 hasta10 años-En funcionamiento",84,ena17_for13,Cifras Definitivas
"Durango","","Años de uso-Más de 10 hasta 15 años-Total",45,ena17_for13,Cifras Definitivas
"Durango","","Años de uso-Más de 10 hasta 15 años-En funcionamiento",45,ena17_for13,Cifras Definitivas
"Durango","","Años de uso-Más de 15 años-Total",53,ena17_for13,Cifras Definitivas
"Durango","","Años de uso-Más de 15 años-En funcionamiento",53,ena17_for13,Cifras Definitivas
"Durango","De menos dedos toneladas","Unidades de producción forestal con vehículos propios",75,ena17_for13,Cifras Definitivas
