"Serie","Periodo","Áreas_Naturales_Protegidas_(ANP)|Total","Áreas_Naturales_Protegidas_(ANP)|ANP_que_mantienen_su_superficie_con_cobertura_vegetal<sup>1</sup>","Áreas_Naturales_Protegidas_(ANP)|ANP_que_incrementan_su_superficie_con_cobertura_vegetal<sup>2</sup>","Áreas_Naturales_Protegidas_(ANP)|ANP_que_presentan_pérdida_menor_al_5%_de_su_superficie_con_cobertura_vegetal<sup>3</sup>",
"Total_de_ANP_que_cumplen_con_el_criterio_(incrementan,_mantienen_o_presentan_pérdidas_menores_a_5%_de_su_superficie_con_cobertura_vegetal)","2021","145","19","37","89",
