CVE_ENT,ENT_FED,TOT_SUP_UPF,SUP_AGRIC_UPF,UPF_SUP_AG_AN,UPF_SUP_AG_PER,UPF_SUP_AGNOSEM,UPF_SUP_PASNAT,UPF_SUP_BOSQSEL,UPF_SUP_ECOTUR,UPF_SUP_OTSUP,UPF_SUP_CONSTRU,UPF_SUP_OTRAS
16, Michoacán de Ocampo,429448.5193,16532.3416,7116.98,4601.62,4813.7416,69945.652,336304.2983,2137.31,6666.2274,2544.9184,4121.309
